Expenditure_Date,Payee_Name,Payee_State,Payee_Type,Amount,CF_ID,Committee_Name,Expense_Category,Expense_Purpose,Filing_Period
9/18/2008,Wolf Block LLC,PA,Business/Group/Organization,600,1001546,Committee to Elect Bryon Short,In-Kind,Data Conversion,2008 30 Day General
9/26/2008,Joanna Staib,DE,Business/Group/Organization,59.42,1001546,Committee to Elect Bryon Short,In-Kind,Data Conversion,2008 30 Day General
10/1/2008,Brad Glazier,DE,Business/Group/Organization,200,1001546,Committee to Elect Bryon Short,In-Kind,Data Conversion,2008 30 Day General
3/23/2008,William Caudle,DE,Business/Group/Organization,100,1001575,Committee to Elect Ezra,In-Kind,Data Conversion,2008 8 Day General
3/30/2008,Home Grown Café,DE,Business/Group/Organization,20,1001575,Committee to Elect Ezra,In-Kind,Data Conversion,2008 8 Day General
3/9/2008,K. Jean Williams,DE,Business/Group/Organization,15,1001575,Committee to Elect Ezra,In-Kind,Data Conversion,2008 8 Day General
3/31/2008,Ezra J. Temko,DE,Business/Group/Organization,30,1001575,Committee to Elect Ezra,In-Kind,Data Conversion,2008 8 Day General
7/1/2008,Excel Business Systems,DE,Business/Group/Organization,400,1001764,Fleming for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
5/30/2008,Frank's Union Wine Mart,DE,Business/Group/Organization,593.88,1001764,Fleming for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
6/7/2008,Six Paupers ,DE,Business/Group/Organization,110,1001764,Fleming for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
6/7/2008,Seasons Pizza,DE,Business/Group/Organization,143.85,1001764,Fleming for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
6/17/2008,Big Fork,PA,Business/Group/Organization,250,1001764,Fleming for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
6/17/2008,Moveable Feast,DE,Business/Group/Organization,200,1001764,Fleming for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
7/27/2008,Coffee With The Mayor,DE,Business/Group/Organization,180,1001788,Committee to Re-elect Sam Cooper,In-Kind,Data Conversion,2008 8 Day Primary
7/27/2008,Coffee With The Mayor,DE,Business/Group/Organization,180,1001788,Committee to Re-elect Sam Cooper,In-Kind,Data Conversion,2008 8 Day Primary
9/1/2008,Media Choice,DE,Business/Group/Organization,255.75,1001340,Friends to Elect Danny Short,In-Kind,Data Conversion,2008 30 Day General
7/12/2008,Ms Greer Peacock,DE,Business/Group/Organization,190,1001775,Friends of Michele Griffiths,In-Kind,Data Conversion,2008 30 Day Primary
7/6/2008,Ms Edie Pridgen,DE,Business/Group/Organization,200,1001775,Friends of Michele Griffiths,In-Kind,Data Conversion,2008 30 Day Primary
6/16/2008,Spencer 4 Hire,DE,Business/Group/Organization,275,1001769,Bill Lee 2008  Inc,In-Kind,Data Conversion,2008 30 Day Primary
6/17/2008,Salt & Light Entertainment,DE,Business/Group/Organization,300,1001769,Bill Lee 2008  Inc,In-Kind,Data Conversion,2008 30 Day Primary
7/28/2008,National Communications Inc.,DE,Business/Group/Organization,231.45,1001769,Bill Lee 2008  Inc,In-Kind,Data Conversion,2008 30 Day Primary
7/30/2008,Samuel R. Wilson Jr.,DE,Business/Group/Organization,500,1001769,Bill Lee 2008  Inc,In-Kind,Data Conversion,2008 30 Day Primary
5/30/2008,John Clatworthy,DE,Business/Group/Organization,1361,1001767,Committee to Elect John Clatworthy,In-Kind,Data Conversion,2008 30 Day Primary
5/30/2008,John Clatworthy,DE,Business/Group/Organization,126.66,1001767,Committee to Elect John Clatworthy,In-Kind,Data Conversion,2008 30 Day Primary
5/30/2008,John Clatworthy,DE,Business/Group/Organization,321.46,1001767,Committee to Elect John Clatworthy,In-Kind,Data Conversion,2008 30 Day Primary
8/7/2008,Suzanne Gaadt,DE,Business/Group/Organization,600,1001800,Durham for Senate,In-Kind,Data Conversion,2008 30 Day Primary
8/7/2008,Suzanne Gaadt,DE,Business/Group/Organization,600,1001800,Durham for Senate,In-Kind,Data Conversion,2008 30 Day Primary
8/7/2008,John Gaadt,DE,Business/Group/Organization,600,1001800,Durham for Senate,In-Kind,Data Conversion,2008 30 Day Primary
8/10/2008,Alice F Deese,DE,Business/Group/Organization,110,1001800,Durham for Senate,In-Kind,Data Conversion,2008 30 Day Primary
7/28/2008,The Exchange,DE,Business/Group/Organization,175,1000453,Friends to Elect Hanifa Shabazz,In-Kind,Data Conversion,2008 30 Day Primary
4/17/2008,Erik Williams,DE,Business/Group/Organization,285,1001573,Markell for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
7/2/2008,Grotto Pizza,DE,Business/Group/Organization,200,1001573,Markell for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
7/10/2008,April Betts,DE,Business/Group/Organization,200,1001573,Markell for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
7/10/2008,April Betts,DE,Business/Group/Organization,260,1001573,Markell for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
7/10/2008,April Betts,DE,Business/Group/Organization,200,1001573,Markell for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
7/10/2008,April Betts,DE,Business/Group/Organization,40,1001573,Markell for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
7/10/2008,Mike Abram,DE,Business/Group/Organization,300,1001573,Markell for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
7/10/2008,Kim DeBonte,DE,Business/Group/Organization,400,1001573,Markell for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
7/29/2008,Delaware Apartment Association,DE,Business/Group/Organization,813,1001573,Markell for Delaware,In-Kind,Data Conversion,2008 30 Day Primary
7/13/2008,34th  Picnic,DE,Business/Group/Organization,185,3000685,34th District Republican Committee,In-Kind,Data Conversion,2008 30 Day Primary
8/14/2008,Citizens for Semper,DE,Business/Group/Organization,69,1001755,Citizens for Semper,In-Kind,Data Conversion,2008 30 Day General
9/9/2008,Citizens for Semper,DE,Business/Group/Organization,23,1001755,Citizens for Semper,In-Kind,Data Conversion,2008 30 Day General
9/18/2008,Citizens for Semper,DE,Business/Group/Organization,49,1001755,Citizens for Semper,In-Kind,Data Conversion,2008 30 Day General
8/22/2008,Michael Clarke,DE,Business/Group/Organization,121.04,1001642,Friends of Nnamdi,In-Kind,Data Conversion,2008 8 Day Primary
8/22/2008,Maria - Poetry in the Garden,DE,Business/Group/Organization,300,1001642,Friends of Nnamdi,In-Kind,Data Conversion,2008 8 Day Primary
8/23/2008,Family Fun,DE,Business/Group/Organization,250,1001642,Friends of Nnamdi,In-Kind,Data Conversion,2008 8 Day Primary
8/17/2008,Michael Clarke,DE,Business/Group/Organization,40,1001642,Friends of Nnamdi,In-Kind,Data Conversion,2008 8 Day Primary
8/27/2008,Kristen Ursomarso,DE,Business/Group/Organization,340,1001764,Fleming for Delaware,In-Kind,Data Conversion,2008 8 Day Primary
8/25/2008,Republican State Committee of Delaware,DE,Business/Group/Organization,2000,1001843,Committee to Elect James Gates,In-Kind,Data Conversion,2008 30 Day General
9/10/2008,Beverly L. Bove,DE,Business/Group/Organization,200,1000045,Committee To Re-Elect Spence,In-Kind,Data Conversion,2008 30 Day General
9/10/2008,Clayton E. Bunting,DE,Business/Group/Organization,200,1000045,Committee To Re-Elect Spence,In-Kind,Data Conversion,2008 30 Day General
9/10/2008,Kevin G. Healy,DE,Business/Group/Organization,200,1000045,Committee To Re-Elect Spence,In-Kind,Data Conversion,2008 30 Day General
9/10/2008,Joseph J. Rhoades,DE,Business/Group/Organization,200,1000045,Committee To Re-Elect Spence,In-Kind,Data Conversion,2008 30 Day General
9/10/2008,Thomas J. Roman,DE,Business/Group/Organization,200,1000045,Committee To Re-Elect Spence,In-Kind,Data Conversion,2008 30 Day General
9/10/2008,Edward B. Carter,DE,Business/Group/Organization,400,1000045,Committee To Re-Elect Spence,In-Kind,Data Conversion,2008 30 Day General
8/19/2008,33 West,DE,Business/Group/Organization,608,1001678,Friends of Sean M Lynn,In-Kind,Data Conversion,2008 8 Day Primary
8/25/2008,Ed Dwornik,DE,Business/Group/Organization,600,1001800,Durham for Senate,In-Kind,Data Conversion,2008 8 Day Primary
8/26/2008,Betsey Moran,DE,Business/Group/Organization,100,1001800,Durham for Senate,In-Kind,Data Conversion,2008 8 Day Primary
8/31/2008,Jeffrey Durham,DE,Business/Group/Organization,575,1001800,Durham for Senate,In-Kind,Data Conversion,2008 8 Day Primary
9/1/2008,Alice F Deese,DE,Business/Group/Organization,465,1001800,Durham for Senate,In-Kind,Data Conversion,2008 8 Day Primary
8/1/2008,Staples,DE,Business/Group/Organization,40,3001746,The Blue Enigma Party,In-Kind,Data Conversion,2008 8 Day Primary
9/15/2008,James Weldin,DE,Business/Group/Organization,100,1000248,Friends of Jim Weldin,In-Kind,Data Conversion,2008 30 Day General
9/15/2008,James Weldin,DE,Business/Group/Organization,162,1000248,Friends of Jim Weldin,In-Kind,Data Conversion,2008 30 Day General
9/5/2008,Rogers Sign Company  Inc.,DE,Business/Group/Organization,600,1001824,Friends of Mark Baker,In-Kind,Data Conversion,2008 30 Day General
6/24/2008,Kickoff Fundraiser/Sep Fundraiser,DE,Business/Group/Organization,637,1001210,Friends of Greg Hastings,In-Kind,Data Conversion,2008 30 Day General
7/2/2008,Kickoff Fundraiser,DE,Business/Group/Organization,210,1001210,Friends of Greg Hastings,In-Kind,Data Conversion,2008 30 Day General
8/26/2008,Sep Fundraiser,DE,Business/Group/Organization,336,1001210,Friends of Greg Hastings,In-Kind,Data Conversion,2008 30 Day General
9/13/2008,Sep Fundraiser,DE,Business/Group/Organization,747.5,1001210,Friends of Greg Hastings,In-Kind,Data Conversion,2008 30 Day General
9/18/2008,GRAPHICS UNLIMITED    ,DE,Business/Group/Organization,250,1001841,Committee to Elect Georgette Williams 2008,In-Kind,Data Conversion,2008 30 Day General
10/1/2008,Jeff Brown Fundraiser,DE,Business/Group/Organization,600,1001851,Jeff Brown Committee to Elect  Governor,In-Kind,Data Conversion,2008 30 Day General
4/19/2008,Blavat Fundraiser,DE,Business/Group/Organization,60,1001452,Committee to Elect Nick Manolakos,In-Kind,Data Conversion,2008 30 Day General
3/20/2008,Jamar Cagle,DE,Business/Group/Organization,480,1001571,Friends of Harold Stafford,In-Kind,Data Conversion,2008 30 Day General
3/20/2008,Jamar Cagle,DE,Business/Group/Organization,480,1001571,Friends of Harold Stafford,In-Kind,Data Conversion,2008 30 Day General
3/23/2008,Pamela's Deli LLC,DE,Business/Group/Organization,210,1001571,Friends of Harold Stafford,In-Kind,Data Conversion,2008 30 Day General
1/30/2008,Bunny Parish ,DE,Business/Group/Organization,145.48,1000374,Friends of George Parish,In-Kind,Data Conversion,2008 30 Day General
9/10/2008,Jeff W. Johnson,DE,Business/Group/Organization,600,1001854,Friends of Kay Ryan,In-Kind,Data Conversion,2008 30 Day General
6/15/2008,Jayne Armstrong,DE,Business/Group/Organization,386,1001400,Friends of Mike Barbieri,In-Kind,Data Conversion,2008 30 Day General
9/1/2008,John Melnick,DE,Business/Group/Organization,300,1001577,People for Paradee,In-Kind,Data Conversion,2008 30 Day General
9/1/2008,John Melnick,DE,Business/Group/Organization,300,1001577,People for Paradee,In-Kind,Data Conversion,2008 30 Day General
5/31/2008,Announcement,DE,Business/Group/Organization,360.76,1000381,Committee to Elect Paul Ignudo  Jr.,In-Kind,Data Conversion,2008 30 Day General
4/15/2008,Delaware Sewing Centers,DE,Business/Group/Organization,53.96,1001522,Friends for Jody Sweeney,In-Kind,Data Conversion,2008 30 Day General
6/1/2008,Delaware Sewing Centers,DE,Business/Group/Organization,200,1001522,Friends for Jody Sweeney,In-Kind,Data Conversion,2008 30 Day General
6/23/2008,Delaware Sewing Center ,DE,Business/Group/Organization,50,1001522,Friends for Jody Sweeney,In-Kind,Data Conversion,2008 30 Day General
8/6/2008,Kevin Van Syckle,DE,Business/Group/Organization,300,1001522,Friends for Jody Sweeney,In-Kind,Data Conversion,2008 30 Day General
9/4/2008,Milford Chronicle,DE,Business/Group/Organization,193.32,1001822,Friends of Bob Reed,In-Kind,Data Conversion,2008 30 Day General
9/2/2008,Michael Blevins,DE,Business/Group/Organization,250,1000183,Committee to Elect Bethany Hall-Long,In-Kind,Data Conversion,2008 30 Day General
9/23/2008,Steve Kinion,IL,Business/Group/Organization,900,1000194,Delawareans For Karen Weldin Stewart,In-Kind,Data Conversion,2008 30 Day General
9/8/2008,Paul Ogden,DE,Business/Group/Organization,600,1000455,Walsh For Wilmington,In-Kind,Data Conversion,2008 30 Day General
9/6/2008,Lee Gallagher,DE,Business/Group/Organization,600,1000455,Walsh For Wilmington,In-Kind,Data Conversion,2008 30 Day General
9/6/2008,Charles Gallagher,DE,Business/Group/Organization,600,1000455,Walsh For Wilmington,In-Kind,Data Conversion,2008 30 Day General
9/23/2008,Carol Dulin,DE,Business/Group/Organization,52.17,1000455,Walsh For Wilmington,In-Kind,Data Conversion,2008 30 Day General
9/23/2008,Greg Scrimer,DE,Business/Group/Organization,145.62,1000455,Walsh For Wilmington,In-Kind,Data Conversion,2008 30 Day General
9/13/2008,Hans Reigle,DE,Business/Group/Organization,388,1001769,Bill Lee 2008  Inc,In-Kind,Data Conversion,2008 30 Day General
3/30/2008,Headd  Mark,DE,Business/Group/Organization,29.85,1000324,The Denn Campaign,In-Kind,Data Conversion,2008 30 Day General
4/7/2008,Patterson  Gregory,DE,Business/Group/Organization,19.99,1000324,The Denn Campaign,In-Kind,Data Conversion,2008 30 Day General
8/26/2008,Headd  Mark,DE,Business/Group/Organization,172.2,1000324,The Denn Campaign,In-Kind,Data Conversion,2008 30 Day General
9/22/2008,Patterson  Gregory,DE,Business/Group/Organization,320.01,1000324,The Denn Campaign,In-Kind,Data Conversion,2008 30 Day General
9/27/2008,Asher  Joseph,NV,Business/Group/Organization,272.11,1000324,The Denn Campaign,In-Kind,Data Conversion,2008 30 Day General
10/5/2008,Headd  Mark,DE,Business/Group/Organization,73.65,1000324,The Denn Campaign,In-Kind,Data Conversion,2008 30 Day General
9/28/2008,Suzanne Gaadt,DE,Business/Group/Organization,600,1001800,Durham for Senate,In-Kind,Data Conversion,2007 Annual
9/28/2008,John Gaadt,DE,Business/Group/Organization,600,1001800,Durham for Senate,In-Kind,Data Conversion,2007 Annual
10/5/2008,Alice F Deese,DE,Business/Group/Organization,330,1001800,Durham for Senate,In-Kind,Data Conversion,2007 Annual
9/21/2008,Richard Armitage,DE,Business/Group/Organization,100,1001573,Markell for Delaware,In-Kind,Data Conversion,2008 30 Day General
9/21/2008,Richard Armitage,DE,Business/Group/Organization,100,1001573,Markell for Delaware,In-Kind,Data Conversion,2008 30 Day General
9/13/2008,Meet and Greet,DE,Business/Group/Organization,450,1001284,Friends of David Anderson,In-Kind,Data Conversion,2008 30 Day General
9/22/2008,Wild Quail Golf Tournament Fund Raiser,DE,Business/Group/Organization,149.2,1001421,Friends of WG,In-Kind,Data Conversion,2008 30 Day General
10/7/2008,Mary Christine Byrd,DE,Business/Group/Organization,490,1000334,The Committee to Elect Brian Bushweller,In-Kind,Data Conversion,2008 8 Day General
10/6/2008,Bill Lustfield,DE,Business/Group/Organization,56.84,1000334,The Committee to Elect Brian Bushweller,In-Kind,Data Conversion,2008 8 Day General
10/7/2008,Rebecca Byrd,DE,Business/Group/Organization,490,1000334,The Committee to Elect Brian Bushweller,In-Kind,Data Conversion,2008 8 Day General
10/7/2008,Chris Portante,DE,Business/Group/Organization,490,1000334,The Committee to Elect Brian Bushweller,In-Kind,Data Conversion,2008 8 Day General
10/15/2008,Baker Petroleum,DE,Business/Group/Organization,278.46,1001824,Friends of Mark Baker,In-Kind,Data Conversion,2008 8 Day General
10/22/2008,Baker Petroleum,DE,Business/Group/Organization,70.56,1001824,Friends of Mark Baker,In-Kind,Data Conversion,2008 8 Day General
10/6/2008,Catherine Keyes,DE,Business/Group/Organization,263,1001421,Friends of WG,In-Kind,Data Conversion,2008 8 Day General
10/22/2008,Christopher Castagno,DE,Business/Group/Organization,350.78,1000248,Friends of Jim Weldin,In-Kind,Data Conversion,2008 8 Day General
10/6/2008,Terry Strine,DE,Business/Group/Organization,140,3000687,Brandywine Region Republican Committee,In-Kind,Data Conversion,2008 8 Day General
10/6/2008,Donna Turner,DE,Business/Group/Organization,250,3000687,Brandywine Region Republican Committee,In-Kind,Data Conversion,2008 8 Day General
10/6/2008,Renosa Dobson,DE,Business/Group/Organization,10,1001571,Friends of Harold Stafford,In-Kind,Data Conversion,2008 8 Day General
10/6/2008,Robert & Marsha Horton,DE,Business/Group/Organization,50,1001571,Friends of Harold Stafford,In-Kind,Data Conversion,2008 8 Day General
10/27/2008,Patterson  Sarah,DE,Business/Group/Organization,122.54,1000324,The Denn Campaign,In-Kind,Data Conversion,2008 8 Day General
11/29/2008,Canvassing,DE,Business/Group/Organization,45,1001879,Friends of Mike Migliore,In-Kind,Data Conversion,2008 8 Day General
12/10/2008,Fundraiser,DE,Business/Group/Organization,33.46,1001879,Friends of Mike Migliore,In-Kind,Data Conversion,2008 8 Day General
10/30/2008,Diane Cooly,DE,Business/Group/Organization,238.75,1001824,Friends of Mark Baker,In-Kind,Data Conversion,2007 Annual
10/30/2008,Jimmy's Grille & Catering  LLC,DE,Business/Group/Organization,600,1001824,Friends of Mark Baker,In-Kind,Data Conversion,2007 Annual
10/28/2008,Ballard Spahr Andrews & Ingersoll LLP,Pa,Business/Group/Organization,495,1001620,"Friends of Lawrence ""Larry"" Smith",In-Kind,Data Conversion,2007 Annual
12/1/2008,Timothy E. Lengkeek,DE,Business/Group/Organization,188,1001880,Friends of Tom Kovach,In-Kind,Data Conversion,2008 8 Day General
1/2/2008,Committee to Elect Brad Eaby Fundraiser,DE,Business/Group/Organization,200,1001448,Committee to Elect Brad Eaby,In-Kind,Data Conversion,2007 Annual
12/17/2008,Delaware Democratic Party,DE,Business/Group/Organization,2355,1001879,Friends of Mike Migliore,In-Kind,Data Conversion,2007 Annual
3/1/2008,USPS,DE,Business/Group/Organization,104,1000015,Sokola For Senate,In-Kind,Data Conversion,2007 Annual
11/4/2008,Always Advertising  Inc.,DE,Business/Group/Organization,238.5,1000324,The Denn Campaign,In-Kind,Data Conversion,2007 Annual
9/12/2008,Christine Whitehead,DE,Business/Group/Organization,194.75,1001814,Dunn for Council President,In-Kind,Data Conversion,2007 Annual
9/12/2008,Christine Whitehead,DE,Business/Group/Organization,194.75,1001814,Dunn for Council President,In-Kind,Data Conversion,2007 Annual
10/31/2008,postage,DE,Business/Group/Organization,336,1001812,Martha Sturtevant Campaign,In-Kind,Data Conversion,2007 Annual
10/30/2008,Kate Forsten,DE,Business/Group/Organization,364.12,1001812,Martha Sturtevant Campaign,In-Kind,Data Conversion,2007 Annual
12/11/2008,Joe Cowhey,DE,Business/Group/Organization,600,1001318,Clark 2008,In-Kind,Data Conversion,2007 Annual
9/8/2008,After Elections party,DE,Business/Group/Organization,90,1001642,Friends of Nnamdi,In-Kind,Data Conversion,2007 Annual
1/29/2008,Comcast,PA,Business/Group/Organization,81.49,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day Primary
6/24/2008,Comcast,PA,Business/Group/Organization,60,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day Primary
5/29/2008,Comcast,PA,Business/Group/Organization,92.25,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day Primary
4/4/2008,Comcast,PA,Business/Group/Organization,60,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day Primary
3/4/2008,Comcast,PA,Business/Group/Organization,60,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day Primary
4/26/2008,Comcast,PA,Business/Group/Organization,100,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day Primary
4/26/2008,Verizon,DE,Business/Group/Organization,100,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day Primary
6/28/2008,Verizon,DE,Business/Group/Organization,200,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day Primary
7/16/2008,2 Mill Road  LLC,DE,Business/Group/Organization,300,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day Primary
6/2/2008,2 Mill Road  LLC,DE,Business/Group/Organization,150,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day Primary
4/26/2008,2 Mill Road  LLC,DE,Business/Group/Organization,150,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day Primary
3/6/2008,2 Mill Road  LLC,DE,Business/Group/Organization,150,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day Primary
1/29/2008,2 Mill Road  LLC,DE,Business/Group/Organization,150,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day Primary
8/16/2008,Verizon,DE,Business/Group/Organization,108.31,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 8 Day Primary
8/11/2008,2 Mill Road  LLC,DE,Business/Group/Organization,150,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 8 Day Primary
9/3/2008,Comcast,PA,Business/Group/Organization,120,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day General
9/24/2008,2 Mill Road  LLC,DE,Business/Group/Organization,300,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 30 Day General
10/26/2008,Comcast,PA,Business/Group/Organization,60,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2008 8 Day General
12/2/2008,Comcast,PA,Business/Group/Organization,120,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2007 Annual
12/24/2008,2 Mill Road  LLC,DE,Business/Group/Organization,300,2000602,Tomorrow''s Delaware Political Action Committee,In-Kind,Data Conversion,2007 Annual
4/6/2008,Caffe Gelato,DE,Business/Group/Organization,35.75,1001575,Committee to Elect Ezra,In-Kind,Data Conversion,2007 Annual
4/8/2008,Ezra Temko,DE,Business/Group/Organization,4,1001575,Committee to Elect Ezra,In-Kind,Data Conversion,2007 Annual
4/8/2008,Home Grown Cafe,DE,Business/Group/Organization,50,1001575,Committee to Elect Ezra,In-Kind,Data Conversion,2007 Annual
4/8/2008,Caffe Gelato,DE,Business/Group/Organization,30,1001575,Committee to Elect Ezra,In-Kind,Data Conversion,2007 Annual
11/20/2008,Picks Buttons,DE,Business/Group/Organization,300,3000631,Kent County Democrat Committee,Media,Data Conversion,2008 Annual
5/1/2008,Robert Bovell,DE,Business/Group/Organization,0,1000405,People for Bovell,Non-Candidate Loan Payment,,2013 Annual
12/15/2008,Robert Bovell,DE,Business/Group/Organization,0,1000405,People for Bovell,Non-Candidate Loan Payment,,2013 Annual
1/1/2008,SEE ATTACHED,DE,Business/Group/Organization,14408.16,1000024,Friends For John Still,Media,Data Conversion,2007 Annual
10/20/2008,Verizon Wireless,PA,Business/Group/Organization,153.89,1001570,Vote Gene Reed,Media,Data Conversion,2008 Annual
10/27/2008,Texas Roadhouse,DE,Business/Group/Organization,10.98,1001570,Vote Gene Reed,Fund Raiser,Data Conversion,2008 Annual
10/27/2008,Texas Roadhouse,DE,Business/Group/Organization,121,1001570,Vote Gene Reed,Fund Raiser,Data Conversion,2008 Annual
3/21/2008,Jack Markell,DE,Business/Group/Organization,100,2000589,Correctional Officer's Assn. Of Delaware P.A.C.,Other Expenses,Data Conversion,2008 30 Day Primary
3/27/2008,Sussex County Democrat Committee,DE,Business/Group/Organization,100,2000589,Correctional Officer's Assn. Of Delaware P.A.C.,Other Expenses,Data Conversion,2008 30 Day Primary
7/21/2008,Bill Lee for Governor,DE,Business/Group/Organization,500,2000589,Correctional Officer's Assn. Of Delaware P.A.C.,Other Expenses,Data Conversion,2008 30 Day Primary
7/29/2008,James Hutchinson,DE,Business/Group/Organization,500,2000589,Correctional Officer's Assn. Of Delaware P.A.C.,Other Expenses,Data Conversion,2008 30 Day Primary
7/29/2008,Donna Stone,DE,Business/Group/Organization,250,2000589,Correctional Officer's Assn. Of Delaware P.A.C.,Other Expenses,Data Conversion,2008 30 Day Primary
7/29/2008,Charles Copeland,DE,Business/Group/Organization,500,2000589,Correctional Officer's Assn. Of Delaware P.A.C.,Other Expenses,Data Conversion,2008 30 Day Primary
7/29/2008,Dennis P. Williams,DE,Business/Group/Organization,250,2000589,Correctional Officer's Assn. Of Delaware P.A.C.,Other Expenses,Data Conversion,2008 30 Day Primary
7/29/2008,John L. Mitchell,DE,Business/Group/Organization,250,2000589,Correctional Officer's Assn. Of Delaware P.A.C.,Other Expenses,Data Conversion,2008 30 Day Primary
